,0,1,2,3,4,5,6,7
0,0.12977867,0.35294122,0.24590163,0.5272732,0.6666667,0.0022900114,0.0,0.0
1,0.14889336,0.36764708,0.24590163,0.5272732,0.6666667,0.0038109892,0.0,0.0
2,0.15995975,0.4264706,0.22950819,0.545454,0.6666667,0.0053319666,0.0,0.0
3,0.18209255,0.48529413,0.22950819,0.5636368,0.6666667,0.0083910115,0.037037037,0.0
4,0.13883299,0.48529413,0.22950819,0.5636368,0.6666667,0.009911989,0.074074075,0.0
5,0.10965794,0.48529413,0.21311474,0.5636368,0.6666667,0.011432966,0.11111111,0.0
6,0.1056338,0.48529413,0.21311474,0.5818176,0.6666667,0.014492012,0.14814815,0.0
7,0.12474848,0.48529413,0.22950819,0.6000004,0.6666667,0.017551057,0.0,0.0
8,0.12072434,0.47058827,0.21311474,0.6000004,0.6666667,0.020610102,0.0,0.0
9,0.13279678,0.48529413,0.22950819,0.61818314,0.6666667,0.023669146,0.0,0.0
10,0.14084506,0.48529413,0.22950819,0.636364,0.6666667,0.029018203,0.037037037,0.0
11,0.1529175,0.47058827,0.22950819,0.636364,0.6666667,0.03436726,0.0,0.0
12,0.14889336,0.47058827,0.22950819,0.636364,0.6666667,0.039716315,0.0,0.0
13,0.16498993,0.47058827,0.22950819,0.61818314,0.6666667,0.046586346,0.0,0.0
14,0.15895371,0.45588237,0.22950819,0.61818314,0.6666667,0.05345638,0.0,0.0
15,0.15492958,0.45588237,0.22950819,0.61818314,0.6666667,0.060326416,0.0,0.0
16,0.15995975,0.45588237,0.22950819,0.636364,0.6666667,0.063385464,0.0,0.0
17,0.16498993,0.47058827,0.22950819,0.65454674,0.6666667,0.06644451,0.0,0.0
18,0.17102616,0.47058827,0.22950819,0.65454674,0.6666667,0.07179356,0.0,0.0
19,0.1498994,0.47058827,0.22950819,0.6727276,0.6666667,0.07485261,0.0,0.0
20,0.15492958,0.48529413,0.22950819,0.6727276,0.6666667,0.07791165,0.0,0.0
21,0.16498993,0.48529413,0.22950819,0.65454674,0.6666667,0.08326071,0.037037037,0.0
22,0.15694164,0.47058827,0.21311474,0.6727276,0.6666667,0.08860976,0.074074075,0.0
23,0.12676056,0.47058827,0.21311474,0.65454674,0.6666667,0.093958825,0.11111111,0.0
24,0.090543255,0.48529413,0.21311474,0.65454674,0.6666667,0.09930788,0.14814815,0.0
25,0.06338028,0.47058827,0.21311474,0.636364,0.6666667,0.104656935,0.1851852,0.0
26,0.06539235,0.47058827,0.1967213,0.636364,0.6666667,0.111526966,0.22222222,0.0
27,0.05533199,0.47058827,0.1967213,0.61818314,0.6666667,0.11687602,0.25925925,0.0
28,0.06539235,0.47058827,0.1967213,0.6000004,0.6666667,0.12374606,0.2962963,0.0
29,0.083501,0.45588237,0.18032786,0.6000004,0.6666667,0.13061608,0.33333334,0.0
30,0.09154929,0.44117647,0.18032786,0.6000004,0.6666667,0.13748613,0.3703704,0.0
31,0.086519115,0.44117647,0.16393442,0.6000004,0.6666667,0.14435616,0.4074074,0.0
32,0.08249497,0.44117647,0.16393442,0.6000004,0.6666667,0.15276426,0.44444445,0.0
33,0.086519115,0.4264706,0.16393442,0.5818176,0.6666667,0.15963429,0.4814815,0.0
34,0.07847082,0.4264706,0.16393442,0.5818176,0.6666667,0.16650432,0.5555556,0.0
35,0.098591544,0.4264706,0.16393442,0.5636368,0.6666667,0.17491244,0.5925926,0.0
36,0.10764587,0.4264706,0.16393442,0.545454,0.6666667,0.1802615,0.6296296,0.0
37,0.090543255,0.4264706,0.16393442,0.5272732,0.6666667,0.19019055,0.7037037,0.0
38,0.09657948,0.4264706,0.16393442,0.5272732,0.6666667,0.19859867,0.7407408,0.0
39,0.09557344,0.4264706,0.16393442,0.5272732,0.6666667,0.20700677,0.7777778,0.0
40,0.086519115,0.4264706,0.16393442,0.5272732,0.6666667,0.21235582,0.8148148,0.0
41,0.07042253,0.4264706,0.16393442,0.5272732,0.6666667,0.21770488,0.8518519,0.0
42,0.06136821,0.4264706,0.16393442,0.545454,1.0,0.00075194397,0.8888889,0.0
43,0.053319916,0.4264706,0.16393442,0.5636368,1.0,0.0022729216,0.9259259,0.0
44,0.07142857,0.44117647,0.16393442,0.5636368,0.33333334,0.006101,0.962963,0.0
45,0.072434604,0.4264706,0.14754099,0.5818176,0.33333334,0.011450056,1.0,0.0
46,0.07645875,0.4264706,0.16393442,0.5818176,0.33333334,0.01832009,0.0,0.0
47,0.07344064,0.41176474,0.13114753,0.5818176,0.33333334,0.023669146,0.0,0.0
48,0.079476856,0.38235295,0.114754096,0.5818176,0.33333334,0.02672819,0.0,0.0
49,0.058350097,0.35294122,0.16393442,0.5818176,0.33333334,0.03665727,0.0,0.0
50,0.025150904,0.33823532,0.14754099,0.6000004,0.33333334,0.050414428,0.0,0.0
51,0.026156941,0.32352942,0.13114753,0.6000004,0.33333334,0.067213535,0.0,0.0
52,0.028169014,0.30882356,0.13114753,0.61818314,0.33333334,0.08249167,0.0,0.0
53,0.026156941,0.29411766,0.114754096,0.636364,0.33333334,0.09471076,0.0,0.0
54,0.020120723,0.2794118,0.114754096,0.65454674,0.33333334,0.1099889,0.0,0.0
55,0.029175049,0.2794118,0.09836066,0.65454674,0.33333334,0.12526703,0.0,0.0
56,0.026156941,0.2647059,0.09836066,0.6727276,0.33333334,0.13748613,0.0,0.0
57,0.027162977,0.2647059,0.09836066,0.69091034,0.33333334,0.15428524,0.0,0.0
58,0.027162977,0.2647059,0.114754096,0.7090912,0.33333334,0.17108434,0.0,0.0
59,0.025150904,0.25000003,0.114754096,0.72727394,0.33333334,0.18484151,0.0,0.0
60,0.029175049,0.2794118,0.13114753,0.7090912,0.33333334,0.20011964,0.0,0.0
61,0.032193158,0.29411766,0.14754099,0.7090912,0.33333334,0.21691875,0.0,0.0
62,0.028169014,0.2794118,0.14754099,0.7090912,0.33333334,0.2321969,0.0,0.0
63,0.029175049,0.2794118,0.16393442,0.7090912,0.33333334,0.24747501,0.0,0.0
64,0.030181086,0.2794118,0.16393442,0.72727394,0.33333334,0.25969413,0.0,0.0
65,0.030181086,0.29411766,0.13114753,0.7454548,0.33333334,0.27191323,0.0,0.0
66,0.028169014,0.25000003,0.13114753,0.7454548,0.33333334,0.2818423,0.0,0.0
67,0.026156941,0.2794118,0.114754096,0.76363754,0.33333334,0.29177135,0.0,0.0
68,0.03118712,0.23529413,0.114754096,0.7818184,0.33333334,0.3070495,0.0,0.0
69,0.033199195,0.23529413,0.09836066,0.7818184,0.33333334,0.3192686,0.0,0.0
70,0.029175049,0.23529413,0.09836066,0.80000114,0.33333334,0.33302578,0.0,0.0
71,0.03118712,0.20588237,0.06557377,0.80000114,0.33333334,0.33837482,0.0,0.0
72,0.030181086,0.20588237,0.032786876,0.80000114,0.33333334,0.34372386,0.0,0.0
73,0.03420523,0.20588237,0.016393453,0.80000114,0.33333334,0.35059392,0.0,0.0
