11,203248,203248_2006-06-270.htm,19,2006-06-27,"the sandell funds sizeable investment in southern union reflects our steadfast belief in the attractiveness of the companys assets and its cash flow generating ability. in our view, the current sug stock price of $25.63 reflects a large and unwarranted discount to the intrinsic value of the company that also does not recognize the strategic transformation of sug from a regional gas utility to a natural gas-focused midstream & pipeline powerhouse.",,,,,,,,,,,,,,,,,,,,,,,,,
12,203248,203248_2006-06-270.htm,19,2006-06-27,"despite this transformation and the companys operational accomplishments, sugs stock has meaningfully underperformed its peers, and continues to trade at a significant discount to both its peer group as well as to its intrinsic value. we believe the complexity of sugs diverse operating assets  valuable as they may be  serves to hinder market appreciation of these businesses. it largely explains why, over the last several quarters, sugs stock price has essentially remained unchanged within a relatively tight range.",,,,,,,,,,,,,,,,,,,,,,,,,
13,203248,203248_2006-06-270.htm,19,2006-06-27,"as you must surely share our disappointment with sugs consistently underperforming stock price, we call upon you to take steps to simplify the organizational structure of the company and to highlight the value of the disparate assets. specifically, we believe the board should immediately consider the following:",,,,,,,,,,,,,,,,,,,,,,,,,
0,230463,230463_2007-07-270.htm,20,2007-07-27,1,"agreement and plan of merger, dated july 17, 2007, by and among plains exploration & production company, pxp acquisition llc and pogo producing company (incorporated by reference to exhibit 2.1 to the form 8-k filed by plains exploration & production company on july 20, 2007).",,,,,,,,,,,,,,,,,,,,,,,,
1,230463,230463_2007-07-270.htm,20,2007-07-27,2,"support agreement, dated july 17, 2007, by and between plains exploration & production company and paul g. van wagenen.",,,,,,,,,,,,,,,,,,,,,,,,
2,230463,230463_2007-07-270.htm,20,2007-07-27,3,"support agreement, dated july 17, 2007, by and between plains exploration & production company and third point llc (incorporated by reference to exhibit 99.2 to the schedule 13d related to the stock of pogo producing company filed by third point llc on july 20, 2007).",,,,,,,,,,,,,,,,,,,,,,,,
0,310158,310158_2014-06-130.htm,21,2014-06-13,kenneth c. frazier,59,"chairman, president and chief executive officer; director",,,,,,,,,,,,,,,,,,,,,,,
1,310158,310158_2014-06-130.htm,21,2014-06-13,leslie a. brun,61,director,,,,,,,,,,,,,,,,,,,,,,,
2,310158,310158_2014-06-130.htm,21,2014-06-13,thomas r. cech,66,director,,,,,,,,,,,,,,,,,,,,,,,
3,310158,310158_2014-06-130.htm,21,2014-06-13,thomas h. glocer,54,director,,,,,,,,,,,,,,,,,,,,,,,
4,310158,310158_2014-06-130.htm,21,2014-06-13,"william b. harrison, jr.",70,director,,,,,,,,,,,,,,,,,,,,,,,
5,310158,310158_2014-06-130.htm,21,2014-06-13,c. robert kidder,69,director,,,,,,,,,,,,,,,,,,,,,,,
6,310158,310158_2014-06-130.htm,21,2014-06-13,rochelle b. lazarus,66,director,,,,,,,,,,,,,,,,,,,,,,,
7,310158,310158_2014-06-130.htm,21,2014-06-13,carlos e. represas*,68,director,,,,,,,,,,,,,,,,,,,,,,,
8,310158,310158_2014-06-130.htm,21,2014-06-13,patricia f. russo,61,director,,,,,,,,,,,,,,,,,,,,,,,
9,310158,310158_2014-06-130.htm,21,2014-06-13,craig b. thompson,61,director,,,,,,,,,,,,,,,,,,,,,,,
10,310158,310158_2014-06-130.htm,21,2014-06-13,wendell p. weeks,54,director,,,,,,,,,,,,,,,,,,,,,,,
11,310158,310158_2014-06-130.htm,21,2014-06-13,peter c. wendell,63,director,,,,,,,,,,,,,,,,,,,,,,,
12,310158,310158_2014-06-130.htm,21,2014-06-13,adele d. ambrose,57,senior vice president and chief communications officer,,,,,,,,,,,,,,,,,,,,,,,
13,310158,310158_2014-06-130.htm,21,2014-06-13,robert m. davis,48,executive vice president and chief financial officer,,,,,,,,,,,,,,,,,,,,,,,
14,310158,310158_2014-06-130.htm,21,2014-06-13,willie a. deese,58,"executive vice president and president, merck manufacturing division",,,,,,,,,,,,,,,,,,,,,,,
15,310158,310158_2014-06-130.htm,21,2014-06-13,"richard r. deluca, jr.",51,"executive vice president and president, merck animal health",,,,,,,,,,,,,,,,,,,,,,,
16,310158,310158_2014-06-130.htm,21,2014-06-13,clark golestani,47,executive vice president and chief information officer,,,,,,,,,,,,,,,,,,,,,,,
17,310158,310158_2014-06-130.htm,21,2014-06-13,mirian m. graddick-weir,59,"executive vice president, human resources",,,,,,,,,,,,,,,,,,,,,,,
18,310158,310158_2014-06-130.htm,21,2014-06-13,bridgette p. heller,52,"executive vice president and president, merck consumer care",,,,,,,,,,,,,,,,,,,,,,,
19,310158,310158_2014-06-130.htm,21,2014-06-13,michael j. holston,51,executive vice president and chief ethics and compliance officer,,,,,,,,,,,,,,,,,,,,,,,
20,310158,310158_2014-06-130.htm,21,2014-06-13,rita a. karachun,50,senior vice president finance-global controller,,,,,,,,,,,,,,,,,,,,,,,
21,310158,310158_2014-06-130.htm,21,2014-06-13,bruce n. kuhlik,57,executive vice president and general counsel,,,,,,,,,,,,,,,,,,,,,,,
22,310158,310158_2014-06-130.htm,21,2014-06-13,roger m. perlmutter,61,"executive vice president and president, merck research laboratories",,,,,,,,,,,,,,,,,,,,,,,
23,310158,310158_2014-06-130.htm,21,2014-06-13,michael rosenblatt,66,executive vice president and chief medical officer,,,,,,,,,,,,,,,,,,,,,,,
24,310158,310158_2014-06-130.htm,21,2014-06-13,adam h. schechter,49,"executive vice president and president, global human health",,,,,,,,,,,,,,,,,,,,,,,
25,310158,310158_2014-06-130.htm,21,2014-06-13,* citizen of spain and mexico,,,,,,,,,,,,,,,,,,,,,,,,,
0,719164,719164_2014-03-260.htm,28,2014-03-26,"schawk, inc.",,,,,,,,,,,,,,,,,,,,,,,,,
1,719164,719164_2014-03-260.htm,28,2014-03-26,(name of issuer),,,,,,,,,,,,,,,,,,,,,,,,,
2,719164,719164_2014-03-260.htm,28,2014-03-26,"class a common stock, $0.008 par value",,,,,,,,,,,,,,,,,,,,,,,,,
3,719164,719164_2014-03-260.htm,28,2014-03-26,(title of class of securities),,,,,,,,,,,,,,,,,,,,,,,,,
4,719164,719164_2014-03-260.htm,28,2014-03-26,806373-10-6,,,,,,,,,,,,,,,,,,,,,,,,,
5,719164,719164_2014-03-260.htm,28,2014-03-26,(cusip number),,,,,,,,,,,,,,,,,,,,,,,,,
6,719164,719164_2014-03-260.htm,28,2014-03-26,"david a. schawk 1695 s. river road des plaines, illinois 60018 (847) 827-9494",,,,,,,,,,,,,,,,,,,,,,,,,
7,719164,719164_2014-03-260.htm,28,2014-03-26,"(name, address and telephone number of person authorized to receive notices and communications)",,,,,,,,,,,,,,,,,,,,,,,,,
8,719164,719164_2014-03-260.htm,28,2014-03-26,"march 16, 2014",,,,,,,,,,,,,,,,,,,,,,,,,
9,719164,719164_2014-03-260.htm,28,2014-03-26,(date of event which requires filing of this statement),,,,,,,,,,,,,,,,,,,,,,,,,
10,719164,719164_2014-03-260.htm,28,2014-03-26,"if the filing person has previously filed a statement on schedule 13g to report the acquisition that is the subject of this schedule 13d, and is filing this schedule because of §§240.13d-1(e), 240.13d-1(f) or 240.13d-1(g), check the following box. ¨",,,,,,,,,,,,,,,,,,,,,,,,,
11,719164,719164_2014-03-260.htm,28,2014-03-26,"note: schedules filed in paper format shall include a signed original and five copies of the schedule, including all exhibits. see §240.13d-7 for other parties to whom copies are to be sent.",,,,,,,,,,,,,,,,,,,,,,,,,
12,719164,719164_2014-03-260.htm,28,2014-03-26,"*the remainder of this cover page shall be filled out for a reporting person’s initial filing on this form with respect to the subject class of securities, and for any subsequent amendment containing information which would alter disclosures provided in a prior cover page.",,,,,,,,,,,,,,,,,,,,,,,,,
13,719164,719164_2014-03-260.htm,28,2014-03-26,"the information required on the remainder of this cover page shall not be deemed to be “filed” for the purpose of section 18 of the securities exchange act of 1934 (“act”) or otherwise subject to the liabilities of that section of the act but shall be subject to all other provisions of the act (however, see the notes).",,,,,,,,,,,,,,,,,,,,,,,,,
0,203248,203248_2006-06-270.htm,59,2006-06-27,40 west 57th street,,,,,,,,,,,,,,,,,,,,,,,,,
1,203248,203248_2006-06-270.htm,59,2006-06-27,"new york,  ny 10019",,,,,,,,,,,,,,,,,,,,,,,,,
2,203248,203248_2006-06-270.htm,59,2006-06-27,"june 26, 2006",,,,,,,,,,,,,,,,,,,,,,,,,
3,203248,203248_2006-06-270.htm,59,2006-06-27,the board of directors,,,,,,,,,,,,,,,,,,,,,,,,,
4,203248,203248_2006-06-270.htm,59,2006-06-27,southern union company,,,,,,,,,,,,,,,,,,,,,,,,,
5,203248,203248_2006-06-270.htm,59,2006-06-27,5444 westheimer road,,,,,,,,,,,,,,,,,,,,,,,,,
6,203248,203248_2006-06-270.htm,59,2006-06-27,"houston, tx 77056",,,,,,,,,,,,,,,,,,,,,,,,,
7,203248,203248_2006-06-270.htm,59,2006-06-27,attention:  mr. george l. lindemann,,,,,,,,,,,,,,,,,,,,,,,,,
8,203248,203248_2006-06-270.htm,59,2006-06-27,chairman and chief executive officer,,,,,,,,,,,,,,,,,,,,,,,,,
9,203248,203248_2006-06-270.htm,59,2006-06-27,"dear mr. lindemann et al,",,,,,,,,,,,,,,,,,,,,,,,,,
10,203248,203248_2006-06-270.htm,59,2006-06-27,"sandell asset management corp (sandell) and the private investment funds advised by sandell (collectively with sandell, the sandell funds) are the beneficial owners of 10,761,414 shares of the common stock of southern union company (southern union, sug or the company) representing approximately 9.62% of sugs total outstanding shares. we believe we are now the largest single shareholder of sug.",,,,,,,,,,,,,,,,,,,,,,,,,
11,203248,203248_2006-06-270.htm,59,2006-06-27,"the sandell funds sizeable investment in southern union reflects our steadfast belief in the attractiveness of the companys assets and its cash flow generating ability. in our view, the current sug stock price of $25.63 reflects a large and unwarranted discount to the intrinsic value of the company that also does not recognize the strategic transformation of sug from a regional gas utility to a natural gas-focused midstream & pipeline powerhouse.",,,,,,,,,,,,,,,,,,,,,,,,,
12,203248,203248_2006-06-270.htm,59,2006-06-27,"despite this transformation and the companys operational accomplishments, sugs stock has meaningfully underperformed its peers, and continues to trade at a significant discount to both its peer group as well as to its intrinsic value. we believe the complexity of sugs diverse operating assets  valuable as they may be  serves to hinder market appreciation of these businesses. it largely explains why, over the last several quarters, sugs stock price has essentially remained unchanged within a relatively tight range.",,,,,,,,,,,,,,,,,,,,,,,,,
13,203248,203248_2006-06-270.htm,59,2006-06-27,"as you must surely share our disappointment with sugs consistently underperforming stock price, we call upon you to take steps to simplify the organizational structure of the company and to highlight the value of the disparate assets. specifically, we believe the board should immediately consider the following:",,,,,,,,,,,,,,,,,,,,,,,,,
0,230463,230463_2007-07-270.htm,60,2007-07-27,1,"agreement and plan of merger, dated july 17, 2007, by and among plains exploration & production company, pxp acquisition llc and pogo producing company (incorporated by reference to exhibit 2.1 to the form 8-k filed by plains exploration & production company on july 20, 2007).",,,,,,,,,,,,,,,,,,,,,,,,
1,230463,230463_2007-07-270.htm,60,2007-07-27,2,"support agreement, dated july 17, 2007, by and between plains exploration & production company and paul g. van wagenen.",,,,,,,,,,,,,,,,,,,,,,,,
2,230463,230463_2007-07-270.htm,60,2007-07-27,3,"support agreement, dated july 17, 2007, by and between plains exploration & production company and third point llc (incorporated by reference to exhibit 99.2 to the schedule 13d related to the stock of pogo producing company filed by third point llc on july 20, 2007).",,,,,,,,,,,,,,,,,,,,,,,,
0,310158,310158_2014-06-130.htm,62,2014-06-13,kenneth c. frazier,59,"chairman, president and chief executive officer; director",,,,,,,,,,,,,,,,,,,,,,,
1,310158,310158_2014-06-130.htm,62,2014-06-13,leslie a. brun,61,director,,,,,,,,,,,,,,,,,,,,,,,
2,310158,310158_2014-06-130.htm,62,2014-06-13,thomas r. cech,66,director,,,,,,,,,,,,,,,,,,,,,,,
3,310158,310158_2014-06-130.htm,62,2014-06-13,thomas h. glocer,54,director,,,,,,,,,,,,,,,,,,,,,,,
4,310158,310158_2014-06-130.htm,62,2014-06-13,"william b. harrison, jr.",70,director,,,,,,,,,,,,,,,,,,,,,,,
5,310158,310158_2014-06-130.htm,62,2014-06-13,c. robert kidder,69,director,,,,,,,,,,,,,,,,,,,,,,,
6,310158,310158_2014-06-130.htm,62,2014-06-13,rochelle b. lazarus,66,director,,,,,,,,,,,,,,,,,,,,,,,
7,310158,310158_2014-06-130.htm,62,2014-06-13,carlos e. represas*,68,director,,,,,,,,,,,,,,,,,,,,,,,
8,310158,310158_2014-06-130.htm,62,2014-06-13,patricia f. russo,61,director,,,,,,,,,,,,,,,,,,,,,,,
9,310158,310158_2014-06-130.htm,62,2014-06-13,craig b. thompson,61,director,,,,,,,,,,,,,,,,,,,,,,,
10,310158,310158_2014-06-130.htm,62,2014-06-13,wendell p. weeks,54,director,,,,,,,,,,,,,,,,,,,,,,,
11,310158,310158_2014-06-130.htm,62,2014-06-13,peter c. wendell,63,director,,,,,,,,,,,,,,,,,,,,,,,
12,310158,310158_2014-06-130.htm,62,2014-06-13,adele d. ambrose,57,senior vice president and chief communications officer,,,,,,,,,,,,,,,,,,,,,,,
13,310158,310158_2014-06-130.htm,62,2014-06-13,robert m. davis,48,executive vice president and chief financial officer,,,,,,,,,,,,,,,,,,,,,,,
14,310158,310158_2014-06-130.htm,62,2014-06-13,willie a. deese,58,"executive vice president and president, merck manufacturing division",,,,,,,,,,,,,,,,,,,,,,,
15,310158,310158_2014-06-130.htm,62,2014-06-13,"richard r. deluca, jr.",51,"executive vice president and president, merck animal health",,,,,,,,,,,,,,,,,,,,,,,
16,310158,310158_2014-06-130.htm,62,2014-06-13,clark golestani,47,executive vice president and chief information officer,,,,,,,,,,,,,,,,,,,,,,,
17,310158,310158_2014-06-130.htm,62,2014-06-13,mirian m. graddick-weir,59,"executive vice president, human resources",,,,,,,,,,,,,,,,,,,,,,,
18,310158,310158_2014-06-130.htm,62,2014-06-13,bridgette p. heller,52,"executive vice president and president, merck consumer care",,,,,,,,,,,,,,,,,,,,,,,
19,310158,310158_2014-06-130.htm,62,2014-06-13,michael j. holston,51,executive vice president and chief ethics and compliance officer,,,,,,,,,,,,,,,,,,,,,,,
20,310158,310158_2014-06-130.htm,62,2014-06-13,rita a. karachun,50,senior vice president finance-global controller,,,,,,,,,,,,,,,,,,,,,,,
21,310158,310158_2014-06-130.htm,62,2014-06-13,bruce n. kuhlik,57,executive vice president and general counsel,,,,,,,,,,,,,,,,,,,,,,,
22,310158,310158_2014-06-130.htm,62,2014-06-13,roger m. perlmutter,61,"executive vice president and president, merck research laboratories",,,,,,,,,,,,,,,,,,,,,,,
23,310158,310158_2014-06-130.htm,62,2014-06-13,michael rosenblatt,66,executive vice president and chief medical officer,,,,,,,,,,,,,,,,,,,,,,,
24,310158,310158_2014-06-130.htm,62,2014-06-13,adam h. schechter,49,"executive vice president and president, global human health",,,,,,,,,,,,,,,,,,,,,,,
25,310158,310158_2014-06-130.htm,62,2014-06-13,* citizen of spain and mexico,,,,,,,,,,,,,,,,,,,,,,,,,
0,719164,719164_2014-03-260.htm,87,2014-03-26,"schawk, inc.",,,,,,,,,,,,,,,,,,,,,,,,,
1,719164,719164_2014-03-260.htm,87,2014-03-26,(name of issuer),,,,,,,,,,,,,,,,,,,,,,,,,
2,719164,719164_2014-03-260.htm,87,2014-03-26,"class a common stock, $0.008 par value",,,,,,,,,,,,,,,,,,,,,,,,,
3,719164,719164_2014-03-260.htm,87,2014-03-26,(title of class of securities),,,,,,,,,,,,,,,,,,,,,,,,,
4,719164,719164_2014-03-260.htm,87,2014-03-26,806373-10-6,,,,,,,,,,,,,,,,,,,,,,,,,
5,719164,719164_2014-03-260.htm,87,2014-03-26,(cusip number),,,,,,,,,,,,,,,,,,,,,,,,,
6,719164,719164_2014-03-260.htm,87,2014-03-26,"david a. schawk 1695 s. river road des plaines, illinois 60018 (847) 827-9494",,,,,,,,,,,,,,,,,,,,,,,,,
7,719164,719164_2014-03-260.htm,87,2014-03-26,"(name, address and telephone number of person authorized to receive notices and communications)",,,,,,,,,,,,,,,,,,,,,,,,,
8,719164,719164_2014-03-260.htm,87,2014-03-26,"march 16, 2014",,,,,,,,,,,,,,,,,,,,,,,,,
9,719164,719164_2014-03-260.htm,87,2014-03-26,(date of event which requires filing of this statement),,,,,,,,,,,,,,,,,,,,,,,,,
10,719164,719164_2014-03-260.htm,87,2014-03-26,"if the filing person has previously filed a statement on schedule 13g to report the acquisition that is the subject of this schedule 13d, and is filing this schedule because of §§240.13d-1(e), 240.13d-1(f) or 240.13d-1(g), check the following box. ¨",,,,,,,,,,,,,,,,,,,,,,,,,
11,719164,719164_2014-03-260.htm,87,2014-03-26,"note: schedules filed in paper format shall include a signed original and five copies of the schedule, including all exhibits. see §240.13d-7 for other parties to whom copies are to be sent.",,,,,,,,,,,,,,,,,,,,,,,,,
12,719164,719164_2014-03-260.htm,87,2014-03-26,"*the remainder of this cover page shall be filled out for a reporting person’s initial filing on this form with respect to the subject class of securities, and for any subsequent amendment containing information which would alter disclosures provided in a prior cover page.",,,,,,,,,,,,,,,,,,,,,,,,,
13,719164,719164_2014-03-260.htm,87,2014-03-26,"the information required on the remainder of this cover page shall not be deemed to be “filed” for the purpose of section 18 of the securities exchange act of 1934 (“act”) or otherwise subject to the liabilities of that section of the act but shall be subject to all other provisions of the act (however, see the notes).",,,,,,,,,,,,,,,,,,,,,,,,,
0,832820,832820_2006-04-280.htm,143,2006-04-28,james w. christmas (director and executive officer),chairman of the board and chief executive officer,,,,,,,,,,,,,,,,,,,,,,,,
1,832820,832820_2006-04-280.htm,143,2006-04-28,william n. hahne (director and executive officer),president and chief operating officer,,,,,,,,,,,,,,,,,,,,,,,,
2,832820,832820_2006-04-280.htm,143,2006-04-28,harry lee stout (executive officer),"senior vice president, marketing and risk management",,,,,,,,,,,,,,,,,,,,,,,,
3,832820,832820_2006-04-280.htm,143,2006-04-28,joseph t. leary (executive officer),vice president and chief financial officer,,,,,,,,,,,,,,,,,,,,,,,,
4,832820,832820_2006-04-280.htm,143,2006-04-28,frederick dwyer (executive officer),"vice president, controller and secretary",,,,,,,,,,,,,,,,,,,,,,,,
5,832820,832820_2006-04-280.htm,143,2006-04-28,robert g. raynolds (director),independent consulting geologist,,,,,,,,,,,,,,,,,,,,,,,,
6,832820,832820_2006-04-280.htm,143,2006-04-28,joel d. siegel (director),"attorney, orloff, lowenbach, stifelman & siegel, p.a.",,,,,,,,,,,,,,,,,,,,,,,,
7,832820,832820_2006-04-280.htm,143,2006-04-28,christopher a. viggiano (director),"president and chairman of the board, o'bryan glass corp.",,,,,,,,,,,,,,,,,,,,,,,,
8,832820,832820_2006-04-280.htm,143,2006-04-28,g. stanton geary (director),"proprietor, gemmi associates, a venture capital",,,,,,,,,,,,,,,,,,,,,,,,
9,832820,832820_2006-04-280.htm,143,2006-04-28,consulting firm,,,,,,,,,,,,,,,,,,,,,,,,,
10,832820,832820_2006-04-280.htm,143,2006-04-28,gary a. merriman (director),retired from conoco inc.,,,,,,,,,,,,,,,,,,,,,,,,
0,840824,840824_2004-10-150.htm,156,2004-10-15,"william c. bartow, vice president of engineering of netegrity, inc.",-0-,"219,375",,,,,,,,,,,,,,,,,,,,,,,
1,840824,840824_2004-10-150.htm,156,2004-10-15,"barry n. bycoff, chairman, president & ceo of netegrity, inc.","385,250","1,105,931",,,,,,,,,,,,,,,,,,,,,,,
2,840824,840824_2004-10-150.htm,156,2004-10-15,"stephanie feraday, vice president of marketing of netegrity, inc.",-0-,"88,100",,,,,,,,,,,,,,,,,,,,,,,
3,840824,840824_2004-10-150.htm,156,2004-10-15,"eric giler, director of netegrity, inc.; director and president,   brooktrout, inc. (supplier of hardware and software platforms), 250 first   avenue, needham, ma 02494",-0-,"44,563",,,,,,,,,,,,,,,,,,,,,,,
4,840824,840824_2004-10-150.htm,156,2004-10-15,"lawrence d. lenihan, jr., director of netegrity, inc.; managing   general partner and co-head, pequot capital management, inc. (private equity   and venture capital firm), 500 nyala farm road, westport, ct 06880.","39,625","5,250",,,,,,,,,,,,,,,,,,,,,,,
5,840824,840824_2004-10-150.htm,156,2004-10-15,"ronald t. maheu, director of netegrity, inc.; former senior partner,   pricewaterhousecoopers llp",-0-,"9,000",,,,,,,,,,,,,,,,,,,,,,,
6,840824,840824_2004-10-150.htm,156,2004-10-15,"pequot private equity fund, l.p., c/o pequot capital management, inc.   (private equity fund), 500 nyala farm road, westport, ct 06880. pequot   private equity fund, l.p. is a delaware limited partnership.","2,353,235",-0-,,,,,,,,,,,,,,,,,,,,,,,
7,840824,840824_2004-10-150.htm,156,2004-10-15,"pequot offshore private equity fund, inc., c/o pequot capital   management, inc. (private equity fund), 500 nyala farm road, westport, ct   06880. pequot offshore private equity fund, inc. is a british virgin islands   corporation.","297,945",-0-,,,,,,,,,,,,,,,,,,,,,,,
8,840824,840824_2004-10-150.htm,156,2004-10-15,"regina o. sommer, chief financial officer of netegrity, inc.","35,000","134,062",,,,,,,,,,,,,,,,,,,,,,,
9,840824,840824_2004-10-150.htm,156,2004-10-15,"ralph b. wagner, director of netegrity, inc.; principal, walnut   venture associates (venture capital association)","59,368","33,598",,,,,,,,,,,,,,,,,,,,,,,
0,944868,944868_2009-05-150.htm,274,2009-05-15,"neil r. austrian, director","22 ballwood road             old greenwich, ct 06870 citizen of the united states.",private investor,-,-,-,,,,,,,,,,,,,,,,,,,,
1,944868,944868_2009-05-150.htm,274,2009-05-15,"ralph f. boyd, jr., director",freddie mac 8250 jones branch drive ms a4a mclean va 22102 citizen of the united states.,"executive vice president/community relations, federal home loan mortgage corporation",-,-,-,,,,,,,,,,,,,,,,,,,,
2,944868,944868_2009-05-150.htm,274,2009-05-15,"chase carey, president, chief executive officer and director","the directv group, inc. 2230 east imperial highway el segundo, california 90245   citizen of the united states.","lmdia 4,420(9)",*,*,,,,,,,,,,,,,,,,,,,,,
3,944868,944868_2009-05-150.htm,274,2009-05-15,"mark d. carleton, director","liberty media corporation 12300 liberty blvd. englewood, co 80112 citizen of the united states.","senior vice president, liberty media corporation","lmdia 452,298(4)(5)",*,*,,,,,,,,,,,,,,,,,,,,
0,1025169,1025169_2004-09-270.htm,334,2004-09-27,stockholder,shares,underlying options,shares and options,,,,,,,,,,,,,,,,,,,,,,
1,1025169,1025169_2004-09-270.htm,334,2004-09-27,brian b. obie,"1,653,147percentage ofoutstanding shares:27.5%(1)","57,878percentage ofoutstanding shares:0.9%(2)","1,711,025percentage ofoutstanding shares:26.8%(2)",,,,,,,,,,,,,,,,,,,,,,
0,1051490,1051490_2005-08-080.htm,357,2005-08-08,"sybase, inc. one, sybase drive dublin, california 94568 attention: daniel carl, general counsel telephone no.: (925) 236-5000 telecopy no.: (925) 236-6823",,,,,,,,,,,,,,,,,,,,,,,,,
1,1051490,1051490_2005-08-080.htm,357,2005-08-08,with a copy to:,,,,,,,,,,,,,,,,,,,,,,,,,
2,1051490,1051490_2005-08-080.htm,357,2005-08-08,"omelveny & myers llp embarcadero center west 275 battery street, suite 2600 san francisco, california 94111 attention: michael s. dorf, esq. telephone no.: (415) 984-8700 telecopy no.: (415) 984-8701",,,,,,,,,,,,,,,,,,,,,,,,,
3,1051490,1051490_2005-08-080.htm,357,2005-08-08,"if to the company, to:",,,,,,,,,,,,,,,,,,,,,,,,,
4,1051490,1051490_2005-08-080.htm,357,2005-08-08,"extended systems incorporated 5777 north meeker avenue boise, idaho 83713 attention: charles w. jepson, president and chief executive officer telephone no.: (208) 287-6087 telecopy no.: (208) 327-5004",,,,,,,,,,,,,,,,,,,,,,,,,
5,1051490,1051490_2005-08-080.htm,357,2005-08-08,with a copy to:,,,,,,,,,,,,,,,,,,,,,,,,,
6,1051490,1051490_2005-08-080.htm,357,2005-08-08,"wilson sonsini goodrich & rosati, professional corporation 650 page mill road palo alto, california 94304 attention: thomas c. defilipps                   martin w. korman, esq. telephone no.: (650) 493-9300 telecopy no.: (650) 493-6811",,,,,,,,,,,,,,,,,,,,,,,,,
0,11390,11390_2005-01-280.htm,7,2005-01-28,samuel o. raymond,76,chairman emeritus of the board of directors and director of research,,,,,,,,,,,,,,,,,,,,,,,
1,11390,11390_2005-01-280.htm,7,2005-01-28,ronald l. marsiglio,58,"president, chief executive officer and director",,,,,,,,,,,,,,,,,,,,,,,
2,11390,11390_2005-01-280.htm,7,2005-01-28,stephen d. fantone,51,chairman of the board of directors,,,,,,,,,,,,,,,,,,,,,,,
3,11390,11390_2005-01-280.htm,7,2005-01-28,"a. theodore mollegen, jr.",67,director,,,,,,,,,,,,,,,,,,,,,,,
4,11390,11390_2005-01-280.htm,7,2005-01-28,gary k. willis,59,director,,,,,,,,,,,,,,,,,,,,,,,
5,11390,11390_2005-01-280.htm,7,2005-01-28,arthur l. fatum,52,director,,,,,,,,,,,,,,,,,,,,,,,
