,0
0,0.18209255
1,0.13883299
2,0.10965794
3,0.1056338
4,0.12474848
5,0.12072434
6,0.13279678
7,0.14084506
8,0.1529175
9,0.14889336
10,0.16498993
11,0.15895371
12,0.15492958
13,0.15995975
14,0.16498993
15,0.17102616
16,0.1498994
17,0.15492958
18,0.16498993
19,0.15694164
20,0.12676056
21,0.090543255
22,0.06338028
23,0.06539235
24,0.05533199
25,0.06539235
26,0.083501
27,0.09154929
28,0.086519115
29,0.08249497
30,0.086519115
31,0.07847082
32,0.098591544
33,0.10764587
34,0.090543255
35,0.09657948
36,0.09557344
37,0.086519115
38,0.07042253
39,0.06136821
40,0.053319916
41,0.07142857
42,0.072434604
43,0.07645875
44,0.07344064
45,0.079476856
46,0.058350097
47,0.025150904
48,0.026156941
49,0.028169014
50,0.026156941
51,0.020120723
52,0.029175049
53,0.026156941
54,0.027162977
55,0.027162977
56,0.025150904
57,0.029175049
58,0.032193158
59,0.028169014
60,0.029175049
61,0.030181086
62,0.030181086
63,0.028169014
64,0.026156941
65,0.03118712
66,0.033199195
67,0.029175049
68,0.03118712
69,0.030181086
70,0.03420523
71,0.027162977
72,0.025150904
73,0.028169014
74,0.028169014
75,0.027162977
76,0.027162977
77,0.027162977
78,0.029175049
79,0.036217302
80,0.030181086
81,0.027162977
82,0.03923541
83,0.041247483
84,0.033199195
85,0.05030181
86,0.056338027
87,0.059356134
88,0.06036217
89,0.08450704
90,0.10663983
91,0.06639839
92,0.05030181
93,0.056338027
94,0.07746479
95,0.05030181
96,0.04426559
97,0.027162977
98,0.028169014
99,0.02112676
100,0.025150904
101,0.020120723
102,0.029175049
103,0.03420523
104,0.04225352
105,0.028169014
106,0.036217302
107,0.04828974
108,0.049295772
109,0.052313883
110,0.056338027
111,0.09657948
112,0.075452715
113,0.1056338
114,0.13279678
115,0.093561366
116,0.13179074
117,0.1277666
118,0.1307847
119,0.043259557
120,0.03722334
121,0.030181086
122,0.028169014
123,0.02414487
124,0.023138832
125,0.02414487
126,0.027162977
127,0.040241446
128,0.04225352
129,0.04225352
130,0.05533199
131,0.052313883
132,0.051307846
133,0.057344064
134,0.05030181
135,0.054325953
136,0.06740443
137,0.10663983
138,0.15995975
139,0.19919516
140,0.19114688
141,0.2112676
142,0.19617705
143,0.27665994
144,0.16498993
145,0.11066398
146,0.10060362
147,0.08148893
148,0.07142857
149,0.06639839
150,0.09255533
151,0.13581489
152,0.15593562
153,0.19919516
154,0.25150904
155,0.20120724
156,0.23239435
157,0.25150904
158,0.21327966
159,0.22032192
160,0.22837022
161,0.22736418
162,0.22635815
163,0.16901408
164,0.17002012
165,0.16599597
166,0.15995975
167,0.16800804
168,0.19718309
169,0.17002012
170,0.15593562
171,0.119718306
172,0.10663983
173,0.093561366
174,0.08450704
175,0.07344064
176,0.06639839
177,0.040241446
178,0.049295772
179,0.05030181
180,0.049295772
181,0.041247483
182,0.03722334
183,0.045271628
184,0.04426559
185,0.054325953
186,0.05030181
187,0.0472837
188,0.06639839
189,0.075452715
190,0.08249497
191,0.06639839
192,0.083501
193,0.06237424
194,0.040241446
195,0.023138832
196,0.025150904
197,0.027162977
198,0.035211265
199,0.05030181
200,0.07042253
201,0.075452715
202,0.058350097
203,0.07042253
204,0.06841046
205,0.07142857
206,0.08853118
207,0.08450704
208,0.083501
209,0.06639839
210,0.027162977
211,0.02414487
212,0.022132795
213,0.023138832
214,0.027162977
215,0.023138832
216,0.017102616
217,0.017102616
218,0.016096579
219,0.016096579
220,0.020120723
221,0.020120723
222,0.018108651
223,0.025150904
224,0.026156941
225,0.027162977
226,0.028169014
227,0.015090543
228,0.02414487
229,0.013078471
230,0.013078471
231,0.013078471
232,0.017102616
233,0.020120723
234,0.027162977
235,0.020120723
236,0.015090543
237,0.02112676
238,0.02112676
239,0.03722334
240,0.026156941
241,0.015090543
242,0.0090543255
243,0.011066398
244,0.011066398
245,0.016096579
246,0.013078471
247,0.015090543
248,0.02112676
249,0.02414487
250,0.022132795
251,0.022132795
252,0.022132795
253,0.019114688
254,0.023138832
255,0.025150904
256,0.025150904
257,0.03118712
258,0.025150904
259,0.022132795
260,0.022132795
261,0.015090543
262,0.016096579
263,0.011066398
264,0.011066398
265,0.012072435
266,0.011066398
267,0.012072435
268,0.027162977
269,0.028169014
270,0.03420523
271,0.033199195
272,0.036217302
273,0.026156941
274,0.049295772
275,0.052313883
276,0.0472837
277,0.0472837
278,0.03923541
279,0.059356134
280,0.07645875
281,0.09657948
282,0.09557344
283,0.06841046
284,0.06539235
285,0.075452715
286,0.2585513
287,0.17505029
288,0.16498993
289,0.16197182
290,0.13782696
291,0.09255533
292,0.064386316
293,0.087525144
294,0.087525144
295,0.08450704
296,0.09557344
297,0.079476856
298,0.075452715
299,0.079476856
